TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_LENGTH
AOMS_PROP_MAS_OTDT_TEMP,COD_USAGE3,NUMBER,22
AOMS_PROP_MAS_OTDT_TEMP,PM_ASSE_EMAIL,NVARCHAR2,160
AOMS_PROP_MAS_OTDT,PROP_FLG,CHAR,1
AOMS_PROP_MAS_OTDT,AWZ_ID,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_RECID1,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_RECID2,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_RECID3,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_RECID4,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_RECID5,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PROP_RVI_ID,VARCHAR2,500
AOMS_PROP_MAS_OTDT,RVI_FOR_DT,DATE,7
AOMS_PROP_MAS_OTDT,RVI_PROCESS_DT,DATE,7
AOMS_PROP_MAS_OTDT,PM_PLOT_AREA,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_GIS_REF_NO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_UID,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_MOBILE_NO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,MIRG_STATUS,VARCHAR2,500
AOMS_PROP_MAS_OTDT,NUM_PROP_PROPID,NUMBER,22
AOMS_PROP_MAS_OTDT,NUM_PROP_ULBID,NUMBER,22
AOMS_PROP_MAS_OTDT,PM_PRMSTID,VARCHAR2,12
AOMS_PROP_MAS_OTDT,PM_PROPNO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_OLDPROPNO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_REFPROPNO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,CPD_PROPSTATUS,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_AUTHO_LEVEL,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_LEGAL,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_AUTHORIZED,VARCHAR2,500
AOMS_PROP_MAS_OTDT,CPD_ASSE_TITLE,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_ASSE_ORGNM,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_ASSE_PANNO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_ASSE_CONTACTNO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_BLDNAME,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_PLOTNO,VARCHAR2,200
AOMS_PROP_MAS_OTDT,CPD_STREETID,VARCHAR2,200
AOMS_PROP_MAS_OTDT,CPD_LOCALITYID,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_PROP_ADDRESS,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,COD_CSCID,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_FASSEDATE,DATE,7
AOMS_PROP_MAS_OTDT,PM_LASSEDATE,DATE,7
AOMS_PROP_MAS_OTDT,PM_CASSEDATE,DATE,7
AOMS_PROP_MAS_OTDT,PM_RASSEDATE,DATE,7
AOMS_PROP_MAS_OTDT,CPD_BLD_STRUCTURE,VARCHAR2,100
AOMS_PROP_MAS_OTDT,PM_FLOORS,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,PM_TOTFLOORS,VARCHAR2,4
AOMS_PROP_MAS_OTDT,PM_REMARKS,VARCHAR2,2000
AOMS_PROP_MAS_OTDT,PM_CONS_STARTDT,DATE,7
AOMS_PROP_MAS_OTDT,PM_CONS_ENDDT,DATE,7
AOMS_PROP_MAS_OTDT,PM_CONS_PERMNO,VARCHAR2,50
AOMS_PROP_MAS_OTDT,PM_PROP_AGE,VARCHAR2,7
AOMS_PROP_MAS_OTDT,CPD_SURVEYTYPE,VARCHAR2,12
AOMS_PROP_MAS_OTDT,CPD_LANDTYPE,VARCHAR2,12
AOMS_PROP_MAS_OTDT,CPD_LANDUSETYPE,VARCHAR2,12
AOMS_PROP_MAS_OTDT,PM_COMPLETION_CERTNO,NVARCHAR2,60
AOMS_PROP_MAS_OTDT,PM_CERT_COMPLETIONDT,DATE,7
AOMS_PROP_MAS_OTDT,PM_CERT_RECEIVEDDT,DATE,7
AOMS_PROP_MAS_OTDT,PM_AGENCYID,VARCHAR2,12
AOMS_PROP_MAS_OTDT,CPD_LICENSETYPE,VARCHAR2,12
AOMS_PROP_MAS_OTDT,PM_LICENSENO,VARCHAR2,50
AOMS_PROP_MAS_OTDT,ORGID,VARCHAR2,8
AOMS_PROP_MAS_OTDT,USER_ID,VARCHAR2,12
AOMS_PROP_MAS_OTDT,LANGID,VARCHAR2,8
AOMS_PROP_MAS_OTDT,LMODDATE,DATE,7
AOMS_PROP_MAS_OTDT,UPDATED_BY,VARCHAR2,12
AOMS_PROP_MAS_OTDT,UPDATED_DATE,DATE,7
AOMS_PROP_MAS_OTDT,PM_BILL_ADDRESS,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,PM_BILL_EMAIL,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,PM_BILL_FAX,VARCHAR2,40
AOMS_PROP_MAS_OTDT,PM_RESI_ALV,VARCHAR2,15
AOMS_PROP_MAS_OTDT,PM_RESI_RV,VARCHAR2,15
AOMS_PROP_MAS_OTDT,PM_NRESI_ALV,VARCHAR2,12
AOMS_PROP_MAS_OTDT,PM_NRESI_RV,VARCHAR2,15
AOMS_PROP_MAS_OTDT,PM_ORDDATE,DATE,7
AOMS_PROP_MAS_OTDT,PM_NOPROP_FLAG,VARCHAR2,1
AOMS_PROP_MAS_OTDT,PM_ASSE_EFNAME,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,PM_ASSE_EMNAME,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,PM_ASSE_ELNAME,VARCHAR2,1000
AOMS_PROP_MAS_OTDT,CPD_ASSE_ETITLE,VARCHAR2,12
AOMS_PROP_MAS_OTDT,SR_ID,VARCHAR2,12
AOMS_PROP_MAS_OTDT,PM_AREA,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_HOUSENO,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_PINCODE,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_SOCIETYNM,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_STREETNM,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_DWZID1,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_DWZID2,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_DWZID3,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_DWZID4,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_DWZID5,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_PROPTYPEID1,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_PROPTYPEID2,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_PROPTYPEID3,VARCHAR2,12
AOMS_PROP_MAS_OTDT,COD_USAGE1,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_USAGE2,VARCHAR2,500
AOMS_PROP_MAS_OTDT,COD_USAGE3,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_ASSE_EMAIL,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_BILL_DISMTHD,VARCHAR2,500
AOMS_PROP_MAS_OTDT,LG_IP_MAC,VARCHAR2,500
AOMS_PROP_MAS_OTDT,LG_IP_MAC_UPD,VARCHAR2,500
AOMS_PROP_MAS_OTDT,PM_SEQNO,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROPMAS_PROPID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_ZONEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_BLOCKNO,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_PROPNO,VARCHAR2,150
AOMS_PROP_MAS_PARLI,NUM_PROP_PROP,VARCHAR2,25
AOMS_PROP_MAS_PARLI,NUM_PROP_SRNO,VARCHAR2,10
AOMS_PROP_MAS_PARLI,VAR_PROP_ROADNAME,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_BUILDNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,NUM_PROP_PINCODE,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_FLATNO,VARCHAR2,10
AOMS_PROP_MAS_PARLI,VAR_PROP_HOUSENO,VARCHAR2,100
AOMS_PROP_MAS_PARLI,NUM_PROP_RATE,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_AREA,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_CONSTYEAR,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_LEGAL,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_LANDOWNERNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_DEVELOPOWNERNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OWNERSFNM,VARCHAR2,1000
AOMS_PROP_MAS_PARLI,VAR_PROP_OWNERSMNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OWNERSLNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OCPFNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OCPMNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OCPLNM,VARCHAR2,500
AOMS_PROP_MAS_PARLI,VAR_PROP_OLDHOUSENO,VARCHAR2,50
AOMS_PROP_MAS_PARLI,NUM_PROP_DISCOUNT,NUMBER,22
AOMS_PROP_MAS_PARLI,DAT_PROP_PROPDATE,DATE,7
AOMS_PROP_MAS_PARLI,NUM_PROP_RATABLE,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_BILLTYPE,VARCHAR2,2
AOMS_PROP_MAS_PARLI,NUM_PROP_ASSESSYEAR,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_CONSTTYPEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_PROPTYPEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_PROPSTATUSID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_USAGESUBTYPEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_CONCESSIONTYPEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_CURILLEGAL,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_MOBILE,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_REMARK,VARCHAR2,200
AOMS_PROP_MAS_PARLI,NUM_PROP_MONTHRENT,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_ANNUALRENT,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_EMAIL,VARCHAR2,80
AOMS_PROP_MAS_PARLI,NUM_PROP_MAINPROPNO,VARCHAR2,20
AOMS_PROP_MAS_PARLI,VAR_PROP_SUB_CODE,VARCHAR2,6
AOMS_PROP_MAS_PARLI,VAR_PROP_CODE,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_RESRV,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_NONRESRV,NUMBER,22
AOMS_PROP_MAS_PARLI,DAT_PROP_FROMDT,DATE,7
AOMS_PROP_MAS_PARLI,DAT_PROP_TODT,DATE,7
AOMS_PROP_MAS_PARLI,NUM_PROP_BALTAX,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_DEMANDAMT,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_ULBID,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_INSBY,VARCHAR2,20
AOMS_PROP_MAS_PARLI,DAT_PROP_INSDT,DATE,7
AOMS_PROP_MAS_PARLI,VAR_PROP_UPDBY,VARCHAR2,20
AOMS_PROP_MAS_PARLI,VAR_PROP_UPDDT,DATE,7
AOMS_PROP_MAS_PARLI,NUM_PROP_SURVEYNO,VARCHAR2,100
AOMS_PROP_MAS_PARLI,NUM_PROP_HISSANO,VARCHAR2,100
AOMS_PROP_MAS_PARLI,NUM_PROP_USAGETYPEID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_BILLMETHODID,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_ASSESSDT,DATE,7
AOMS_PROP_MAS_PARLI,NUM_PROP_UNITNO,NUMBER,22
AOMS_PROP_MAS_PARLI,NUM_PROP_ADVANCEAMT,NUMBER,22
AOMS_PROP_MAS_PARLI,VAR_PROP_PROPSOURCE,VARCHAR2,1
AOMS_PROP_MAS_PARLI,VAR_PROP_ADDOWNER,VARCHAR2,1500
AOMS_PROPTAX_DET_PARLI,NUM_PROPTAX_ID,NUMBER,22
AOMS_PROPTAX_DET_PARLI,NUM_PROPTAX_PROPID,NUMBER,22
AOMS_PROPTAX_DET_PARLI,NUM_PROPTAX_TAXID,NUMBER,22
AOMS_PROPTAX_DET_PARLI,NUM_PROPTAX_TAXAMT,NUMBER,22
AOMS_PROPTAX_DET_PARLI,NUM_PROPTAX_DEMANDAMT,NUMBER,22
AOMS_PROPTAX_DET_PARLI,VAR_PROPTAX_FLATNO,VARCHAR2,50
AOMS_BILL_MAS_PARLI,NUM_BILL_BILLID,NUMBER,22
AOMS_BILL_MAS_PARLI,NUM_BILL_ULBID,NUMBER,22
AOMS_BILL_MAS_PARLI,NUM_BILL_PROPID,NUMBER,22
AOMS_BILL_MAS_PARLI,NUM_BILL_BILLNO,VARCHAR2,30
AOMS_BILL_MAS_PARLI,NUM_BILL_TOTTAX,NUMBER,22
AOMS_BILL_MAS_PARLI,NUM_BILL_TOTTAX_S1,NUMBER,22
AOMS_BILL_MAS_PARLI,NUM_BILL_TOTTAX_S2,NUMBER,22
AOMS_BILL_MAS_PARLI,DAT_BILL_BILLDT,DATE,7
AOMS_BILL_MAS_PARLI,DAT_BILL_BILLGENDT,DATE,7
AOMS_BILL_MAS_PARLI,DAT_BILL_DUEDT,DATE,7
AOMS_BILL_MAS_PARLI,VAR_BILL_INSBY,VARCHAR2,20
AOMS_BILL_MAS_PARLI,DAT_BILL_INSDATE,DATE,7
AOMS_BILL_MAS_PARLI,VAR_BILL_UPDBY,VARCHAR2,20
AOMS_BILL_MAS_PARLI,DAT_BILL_UPDDATE,DATE,7
AOMS_BILL_MAS_PARLI,VAR_BILL_FLATNO,VARCHAR2,50
AOMS_BILL_MAS_2021,NUM_BILL_TOTTAX_S2,NUMBER,22
AOMS_BILL_MAS_2021,DAT_BILL_BILLDT,DATE,7
AOMS_BILL_MAS_2021,DAT_BILL_BILLGENDT,DATE,7
AOMS_BILL_MAS_2021,DAT_BILL_DUEDT,DATE,7
AOMS_BILL_MAS_2021,VAR_BILL_INSBY,VARCHAR2,20
AOMS_BILL_MAS_2021,DAT_BILL_INSDATE,DATE,7
AOMS_BILL_MAS_2021,VAR_BILL_UPDBY,VARCHAR2,20
AOMS_BILL_MAS_2021,DAT_BILL_UPDDATE,DATE,7
AOMS_BILL_MAS_2021,VAR_BILL_FLATNO,VARCHAR2,50
AOMS_BILL_MAS_2021,NUM_BILL_BILLID,NUMBER,22
AOMS_BILL_MAS_2021,NUM_BILL_ULBID,NUMBER,22
AOMS_BILL_MAS_2021,NUM_BILL_PROPID,NUMBER,22
AOMS_BILL_MAS_2021,NUM_BILL_BILLNO,VARCHAR2,30
AOMS_BILL_MAS_2021,NUM_BILL_TOTTAX,NUMBER,22
AOMS_BILL_MAS_2021,NUM_BILL_TOTTAX_S1,NUMBER,22
AOMS_BILLTAX_DET_2021,NUM_BILLTAX_BILLID,NUMBER,22
AOMS_BILLTAX_DET_2021,NUM_BILLTAX_BILLMASID,NUMBER,22
AOMS_BILLTAX_DET_2021,NUM_BILLTAX_TAXID,NUMBER,22
AOMS_BILLTAX_DET_2021,NUM_BILLTAX_BILLAMT_S1,NUMBER,22
AOMS_BILLTAX_DET_2021,NUM_BILLTAX_BILLAMT_S2,NUMBER,22
AOMS_BILLTAX_DET_2021,VAR_BILLTAX_FLATNO,VARCHAR2,50
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_ID,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_ULBID,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_PROPID,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_BTOTALTAX,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_CTOTAL_S1,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_CTOTAL_S2,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_CTOTALTAX,NUMBER,22
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_BILLNO,VARCHAR2,30
AOMS_BILLPRINT_MAS_2021,NUM_BILLPRINT_ADVANCEAMT,NUMBER,22
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OWNERSFNM,VARCHAR2,1000
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OWNERSMNM,VARCHAR2,600
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OWNERSLNM,VARCHAR2,600
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OCPFNM,VARCHAR2,600
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OCPMNM,VARCHAR2,600
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_OCPLNM,VARCHAR2,600
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_INSBY,VARCHAR2,20
AOMS_BILLPRINT_MAS_2021,DAT_BILLPRINT_INSDATE,DATE,7
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_UPDBY,VARCHAR2,20
AOMS_BILLPRINT_MAS_2021,DAT_BILLPRINT_UPDDATE,DATE,7
AOMS_BILLPRINT_MAS_2021,VAR_BILLPRINT_FLATNO,VARCHAR2,50
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_ID,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_BILLPRINTID,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_TAXID,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_ARREARSAMT,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_CURRENT_S1,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,NUM_BILLPRINTTAX_CURRENT_S2,NUMBER,22
AOMS_BILLPRINTTAX_DET_2021,VAR_BILLPRINTTAX_FLATNO,VARCHAR2,50
AOMS_REC_MAS_2021,NUM_REC_ID,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_ULBID,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_PROPID,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_RECNO,VARCHAR2,40
AOMS_REC_MAS_2021,VAR_REC_BOOKNO,VARCHAR2,50
AOMS_REC_MAS_2021,DAT_REC_RECEIPTDT,DATE,7
AOMS_REC_MAS_2021,NUM_REC_AMOUNT,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_AMTTYPE,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_INSTRUNO,VARCHAR2,20
AOMS_REC_MAS_2021,NUM_REC_BANKID,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_BANKNM,VARCHAR2,100
AOMS_REC_MAS_2021,DAT_REC_INSTRUDT,DATE,7
AOMS_REC_MAS_2021,NUM_REC_MICRCODE,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_INSTRUTYPE,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_RECTYPE,VARCHAR2,20
AOMS_REC_MAS_2021,NUM_REC_ADVANCEAMT,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_REFNO,VARCHAR2,30
AOMS_REC_MAS_2021,VAR_REC_REMARK,VARCHAR2,1000
AOMS_REC_MAS_2021,NUM_REC_TOTDISCAMT,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_OWNERSFNM,VARCHAR2,1000
AOMS_REC_MAS_2021,VAR_REC_OWNERSMNM,VARCHAR2,600
AOMS_REC_MAS_2021,VAR_REC_OWNERSLNM,VARCHAR2,600
AOMS_REC_MAS_2021,VAR_REC_OCPFNM,VARCHAR2,1000
AOMS_REC_MAS_2021,VAR_REC_OCPMNM,VARCHAR2,600
AOMS_REC_MAS_2021,VAR_REC_OCPLNM,VARCHAR2,600
AOMS_REC_MAS_2021,VAR_REC_PAIDBYNM,VARCHAR2,1000
AOMS_REC_MAS_2021,NUM_REC_MOBILE,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_EMAILID,VARCHAR2,100
AOMS_REC_MAS_2021,NUM_REC_BTOTAL,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_CTOTAL_S1,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_CTOTAL_S2,NUMBER,22
AOMS_REC_MAS_2021,NUM_REC_COLLCENTERID,NUMBER,22
AOMS_REC_MAS_2021,VAR_REC_SOURCE,VARCHAR2,15
AOMS_REC_MAS_2021,VAR_REC_INSBY,VARCHAR2,20
AOMS_REC_MAS_2021,DAT_REC_INSDATE,DATE,7
AOMS_REC_MAS_2021,VAR_REC_UPDBY,VARCHAR2,20
AOMS_REC_MAS_2021,DAT_REC_UPDDATE,DATE,7
AOMS_REC_MAS_2021,VAR_REC_CHALANNO,VARCHAR2,100
AOMS_REC_MAS_2021,VAR_REC_FLATNO,VARCHAR2,50
AOMS_REC_MAS_2021,VAR_REC_HASTE,VARCHAR2,200
AOMS_REC_MAS_2021,VAR_REC_PAYTYPE,VARCHAR2,1
AOMS_REC_MAS_2021,VAR_REC_SHASTIFLAG,VARCHAR2,1
AOMS_PROP_MAS_2021,VAR_PROP_BILLTYPE,VARCHAR2,2
AOMS_PROP_MAS_2021,NUM_PROP_ASSESSYEAR,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_CONSTTYPEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_PROPTYPEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_PROPSTATUSID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_USAGESUBTYPEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_CONCESSIONTYPEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_CURILLEGAL,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_MOBILE,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_REMARK,VARCHAR2,200
AOMS_PROP_MAS_2021,NUM_PROP_MONTHRENT,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_ANNUALRENT,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_EMAIL,VARCHAR2,80
AOMS_PROP_MAS_2021,NUM_PROP_MAINPROPNO,VARCHAR2,20
AOMS_PROP_MAS_2021,VAR_PROP_SUB_CODE,VARCHAR2,6
AOMS_PROP_MAS_2021,VAR_PROP_CODE,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_RESRV,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_NONRESRV,NUMBER,22
AOMS_PROP_MAS_2021,DAT_PROP_FROMDT,DATE,7
AOMS_PROP_MAS_2021,DAT_PROP_TODT,DATE,7
AOMS_PROP_MAS_2021,NUM_PROP_BALTAX,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_DEMANDAMT,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_ULBID,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_INSBY,VARCHAR2,20
AOMS_PROP_MAS_2021,DAT_PROP_INSDT,DATE,7
AOMS_PROP_MAS_2021,VAR_PROP_UPDBY,VARCHAR2,20
AOMS_PROP_MAS_2021,VAR_PROP_UPDDT,DATE,7
AOMS_PROP_MAS_2021,NUM_PROP_SURVEYNO,VARCHAR2,100
AOMS_PROP_MAS_2021,NUM_PROP_HISSANO,VARCHAR2,100
AOMS_PROP_MAS_2021,NUM_PROP_USAGETYPEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_BILLMETHODID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_ASSESSDT,DATE,7
AOMS_PROP_MAS_2021,NUM_PROP_UNITNO,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_ADVANCEAMT,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_PROPSOURCE,VARCHAR2,1
AOMS_PROP_MAS_2021,VAR_PROP_ADDOWNER,VARCHAR2,1500
AOMS_PROP_MAS_2021,NUM_PROPMAS_PROPID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_ZONEID,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_BLOCKNO,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_PROPNO,VARCHAR2,150
AOMS_PROP_MAS_2021,NUM_PROP_PROP,VARCHAR2,25
AOMS_PROP_MAS_2021,NUM_PROP_SRNO,VARCHAR2,10
AOMS_PROP_MAS_2021,VAR_PROP_ROADNAME,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_BUILDNM,VARCHAR2,500
AOMS_PROP_MAS_2021,NUM_PROP_PINCODE,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_FLATNO,VARCHAR2,10
AOMS_PROP_MAS_2021,VAR_PROP_HOUSENO,VARCHAR2,100
AOMS_PROP_MAS_2021,NUM_PROP_RATE,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_AREA,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_CONSTYEAR,NUMBER,22
AOMS_PROP_MAS_2021,NUM_PROP_LEGAL,NUMBER,22
AOMS_PROP_MAS_2021,VAR_PROP_LANDOWNERNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_DEVELOPOWNERNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OWNERSFNM,VARCHAR2,1000
AOMS_PROP_MAS_2021,VAR_PROP_OWNERSMNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OWNERSLNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OCPFNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OCPMNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OCPLNM,VARCHAR2,500
AOMS_PROP_MAS_2021,VAR_PROP_OLDHOUSENO,VARCHAR2,50
AOMS_PROP_MAS_2021,NUM_PROP_DISCOUNT,NUMBER,22
AOMS_PROP_MAS_2021,DAT_PROP_PROPDATE,DATE,7
AOMS_PROP_MAS_2021,NUM_PROP_RATABLE,NUMBER,22
AOMS_PROPTAX_DET_2021,NUM_PROPTAX_ID,NUMBER,22
AOMS_PROPTAX_DET_2021,NUM_PROPTAX_PROPID,NUMBER,22
AOMS_PROPTAX_DET_2021,NUM_PROPTAX_TAXID,NUMBER,22
AOMS_PROPTAX_DET_2021,NUM_PROPTAX_TAXAMT,NUMBER,22
AOMS_PROPTAX_DET_2021,NUM_PROPTAX_DEMANDAMT,NUMBER,22
AOMS_PROPTAX_DET_2021,VAR_PROPTAX_FLATNO,VARCHAR2,50
AOMS_RECKZONE_LOG,NUM_RECKZONE_ID,NUMBER,22
